title,authors,publisher,publishedDate,description,language,previewLink,infoLink
Kommunikation erstatter transport,['Erland Kolding Nielsen'],Museum Tusculanum Press,2005,Not Available,da,http://books.google.co.in/books?id=Tj-tNMt050gC&pg=PA554&dq=subject:It+starts+with+us&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=Tj-tNMt050gC&dq=subject:It+starts+with+us&hl=&source=gbs_api
